# git-filter-repo commit map for the lean4-spec import (TODO #37, PR feat/todo-37-lean-migration)
# source: cfmm-replicationPlank feat/lean4-spec@fdc714e ; columns: old-sha new-sha (new = 0000… means pruned)
# pass 1 (path filter) then pass 2 (strip *.tar.gz, *.pdf); compose pass1 then pass2 to resolve a Plank SHA.
## pass 1
old                                      new
3027af0bbcecd9bb6f0f13e3ad717b416f13c8a9 0000000000000000000000000000000000000000
3049296cf4d686115aeb350febcd6629cc8f4f3e 0000000000000000000000000000000000000000
304bec334032673f89ccb1147a597f7df9d39d6f 0000000000000000000000000000000000000000
304fb8340b95b84be311fd2ff156a8ec870c54a4 0000000000000000000000000000000000000000
30699577270b530ff5d290aa0418d8e23c59b0de 0000000000000000000000000000000000000000
309167d414f49bf3b5ecf522bba2f4e0f0b78949 0000000000000000000000000000000000000000
30ab94a41353d43b409049046402a6722e68f57c 0000000000000000000000000000000000000000
3124327afe6b5b832deb77795ac71260198bf4a3 0000000000000000000000000000000000000000
314ee364ff97986e26040ef202eb867c3a8498eb 0000000000000000000000000000000000000000
31b640e7ddba8bc11b22c2dd4f9a427604678ee4 0000000000000000000000000000000000000000
3256f5b5f53b7b4341364ed4d33e143ee484be99 3787d0823336df081921e9e8327fd6c22ec50e49
32ea0f5011b8cd1c5ed03cd0fff7a774af18c65c 0000000000000000000000000000000000000000
335c9a67a354195ed707db343a8621ebd5953d20 9a760f52396999007a2534454d38c442986046a6
34056cde18c8b85cb558c9071baa411481c7f198 0000000000000000000000000000000000000000
34720c54282a03cd7d1e5d31bb21d26299a8c1c5 0000000000000000000000000000000000000000
349ad3798baab84c7e466c20efc58264fe863e0a 0000000000000000000000000000000000000000
35f3fd7245132c59e0f2e0537471d182a45f54e1 0000000000000000000000000000000000000000
360263c65b1d1ae151a7cf03dd8fcb3fac8101ab 0000000000000000000000000000000000000000
36172c130c2e52144b6d2e5480c332c7b833338a 0000000000000000000000000000000000000000
36309a6ac8d5f8366b09f34bf2d8bc8ecc70dc07 0000000000000000000000000000000000000000
36a560b0b9c19e6fde29279506fb4bfbe2b8e3ed 309bbdc1957e95066aaa2d16a060557700c6bddd
36bd1149e18a5782c821d95f6b4ead288fc487ee af5d498903861787f7045f4e0cb9607a110c9250
37023bb2e5f98365c76cf113ac35c162ec82e515 c53fd8b1fcbd9b5e6b50be4c2557fd8c69b5132a
37053120b15b3a47c93e07e774b03df04eb04feb 0000000000000000000000000000000000000000
376ce451fd68c1b90cbd181890514763306b9955 fb4378a5b9fc70818f74854b7c0b9f0f0fd86fc1
379f835e594145768e8595329fe48ef2cc3e2ef4 0000000000000000000000000000000000000000
37a395064cd7ef77932adebab85d35089b7d6f42 0000000000000000000000000000000000000000
37ec2027de69c72ff2abd12f09ac873b594ba21c 0000000000000000000000000000000000000000
37fe611743cdda1a9228d8162cae5a6b755d2686 0000000000000000000000000000000000000000
3828dfbd80a667bd65dd3eb120fbeb93d298a027 5e305a7a35e1bc3c7781d876dead27816461b6fc
382bbfee569493673b126515ba62680746a67f93 0000000000000000000000000000000000000000
386cb7b015dccec228a280882e34d8fff95d6381 0000000000000000000000000000000000000000
38f4503bb686a485f456f4c0f6c47c56439669e9 0000000000000000000000000000000000000000
3929393cfbd182a33a8f5310eb819097e6d8d0d2 0000000000000000000000000000000000000000
3940dc04f9364fceaffcdfd9761a9276808f94d5 0000000000000000000000000000000000000000
39bd044da3832fcef315b597b679ef6ea694f5e7 0000000000000000000000000000000000000000
3a46458ae0797261f8ee1da0bde45e73f24d22a3 0000000000000000000000000000000000000000
3a50f25df49da7f5981bbf14edad8a8d8549252a 0000000000000000000000000000000000000000
3af54f27bc2eeaf605a671339327559e27db403b 4f623801165ff26531e2b85d9f77840a776cb413
3b18dd99c7621a13aeeeed723e32d7d4753da0f1 0000000000000000000000000000000000000000
3b42aebdeb781d7d333edfd27a6a2bb34d20559a 0000000000000000000000000000000000000000
3bb6bd6591812e828b3dfa3ddc92615c1baf39c0 0000000000000000000000000000000000000000
3bec7c2a2704d6b4875a2f01f78d7596319d8e0e 0000000000000000000000000000000000000000
3bf788d052445d1e592c33f7387c9fd619fc9a76 0000000000000000000000000000000000000000
3c5689c812190d602291c552426396deb94bd12c 0000000000000000000000000000000000000000
3c95135ba49b533aaa8998d218c9364caf90a272 0000000000000000000000000000000000000000
3da1c6fc59ba2ffc070143f542d915e822aabfc6 fbf844c76f08540c83ac8e7b0995a747183eeedb
3dc32d3e5ad2d6b30d8df58782d2cd3dc467449f 0000000000000000000000000000000000000000
3e40fcb41878c5e2ee8cc50186be9a12c9d603be 0000000000000000000000000000000000000000
3e7a20980bcf74d2f1017cf84515625f0705a355 0000000000000000000000000000000000000000
3ecf141dc3fbef85be94dc1068e1e84b628b9282 0000000000000000000000000000000000000000
3ed079f2e6cd48b1707300b8d3c0ea86abf5e0e7 0000000000000000000000000000000000000000
3edbcdffeaf588f141db9f1ba1084d5349bf94f6 0000000000000000000000000000000000000000
3f0f8eac1af234f2f9815e4b1cff7138c696f857 0000000000000000000000000000000000000000
3f653f2235cb234ea88dc03e1b02d560d7127cef 0000000000000000000000000000000000000000
3f6b0aada1dc29a0c6869fecdb208be20f15e40e 0000000000000000000000000000000000000000
3f8d49ee54d48ab50588a5f9d532b5a988b0b3c5 0000000000000000000000000000000000000000
3fd99db59e237b060aac886eb39d811949f1a9d9 0000000000000000000000000000000000000000
3feec7190bd48786174294e2663b49b1f72742a3 0000000000000000000000000000000000000000
401727a46593aabffd3d57e21cf1f12ed99c14a3 0000000000000000000000000000000000000000
402d07b646f89f7aade09ba27f42aa741ce3ef10 0000000000000000000000000000000000000000
4067bc0bbb63b9c586910521ef2f79e72d7652d1 0000000000000000000000000000000000000000
408f6173927d2691cd8a1a136ecc0351cb8d7695 0000000000000000000000000000000000000000
4127d39db32495b1b9e38ab7fddb0cad14e044b6 0000000000000000000000000000000000000000
416067606bb928478699dcdbb69bd2fdb2680e9b 0000000000000000000000000000000000000000
416e9b28bbb8e17204e8792a6a9109298a05943e 0000000000000000000000000000000000000000
417e7e60224d8df359c025dc5c65a39d8fd98dc1 0000000000000000000000000000000000000000
41ace641acfd43816815bb591e3d0efbe7bbe7ce 0000000000000000000000000000000000000000
41be5c886eb555958e1e5c2e8962b290dfefb3e0 96b512b7538e82ffc59d664040055bf9180d2c77
423db0b433e5a22fa3e35652d9c4885ef08aeee7 0000000000000000000000000000000000000000
42442587d0aa90cb768ae20d3c83b6203ea58909 0000000000000000000000000000000000000000
42752b9efd53cf1b963f5d80f55ba89218c123c2 0000000000000000000000000000000000000000
42c8e6094cf8a62d125170e402ef0b07ff6fe0b4 766dba4092d5c07deb8270ad4ef17777163c3495
430045902387dc347f498e0ee80468bce75a07d1 330cd032d3750d79ca98caddbdc5e80892f6d6eb
43163061fcf76de2cc5bc9819689fa5a5def5f04 0000000000000000000000000000000000000000
43210c1a044c0d1caa73dc1935b3fc8aecfe5597 0000000000000000000000000000000000000000
43305ed69b1a3b772679054cedf42e6788da772b 0000000000000000000000000000000000000000
43606d88f7bcfb48f7d1d4ede2e5be570bb2e58b 0000000000000000000000000000000000000000
4379f79480bf6b530635789c62dc21558c13f95a 0000000000000000000000000000000000000000
43bfe040b69a50764915400309387f04dfa83000 0000000000000000000000000000000000000000
43fb251a5071a975ad5e0cb2f2fdb7599586deaa b4984bf6eaa3be940d543b1a274d644aa6a6ab39
4417f2547f4b0d16ae377a7b73aa2854c4ed03b6 0000000000000000000000000000000000000000
443070a17a8478a6d7b68c7e33ced2b9f77c05eb 0000000000000000000000000000000000000000
44391c03214994d76b89b2e652ff5412c4461105 0000000000000000000000000000000000000000
443ed08d61fc00f23e293fba88f8bb3cb8f55b37 0000000000000000000000000000000000000000
445dec16f3963130742ac6e98ad57123e5d4f4d4 0000000000000000000000000000000000000000
4489bc67701b0c90da558ec63901808fd1259631 0000000000000000000000000000000000000000
44d04527442426c104d20304f035c26e114575a8 0000000000000000000000000000000000000000
456d1cc4a0a3c7e5abac22029cb3d923d701bd39 74f12512882297b346379743957bb37d04cb8784
4576baed246e5e5569ff314e29bb69d167ad68c5 0000000000000000000000000000000000000000
45b91ce29f23de6c36650335878346eac43e301c 0000000000000000000000000000000000000000
45f53663c78e69cf7fd2207607dff785b13d54fe 0000000000000000000000000000000000000000
460110e607590968164520654300df396596f61f 7b8dccbed705dd7ec2eb605e07357a83ac7f9507
46452575577317669ad68217ce399dfacd82564c 0000000000000000000000000000000000000000
476d09a81973bd96c58d48337b9e492e34040cd7 0000000000000000000000000000000000000000
481554f638a27665b8690251bd9c9e67126fdebe 0000000000000000000000000000000000000000
4880d33c91171621c0166a04f50104a930eaf4b0 0000000000000000000000000000000000000000
489bb43ca6cbf605b5ac71672f0e2eb1b24aa8ee c912ada23b4f4aa5f8d9f0a805ef6c33ea563b9c
48c3fea9a56bde4e7ba996b40e1e3f6ce67b0413 0000000000000000000000000000000000000000
48ddcb7f6bea2d34b41bfb4bfbb7eed60a6826fd 0000000000000000000000000000000000000000
49060eb5f856a7bf9588e8211f7fb76b60777f64 0000000000000000000000000000000000000000
490b70644f4ea50c64180002ecd2137108dcd324 0000000000000000000000000000000000000000
491e21dd91b0b08d8184279059ec24fdc02daf17 0000000000000000000000000000000000000000
49417f6a5770e15972bfb204c9bee938c264c797 0000000000000000000000000000000000000000
4991f505f5580b84fa8f8e22666dd8f9632684c1 0000000000000000000000000000000000000000
4a036e842145b809044fe6e96ef06bc9bb2f28c3 0000000000000000000000000000000000000000
4a360fc9f26d331e5e81bce915c26396e7a4ea13 0000000000000000000000000000000000000000
4ab1c103ca33e796ae98bdc427bee043e28cb9d6 0000000000000000000000000000000000000000
4ad9fd525486d5f1af9d5c54e7b7f46be3940102 265394cb77356a17b37c934f8d331335dc5da704
4afad7762136fe120eee1e8b25067e7652c7dd0a 0000000000000000000000000000000000000000
4bfd4c3e867060b74a9cb31ed9275181bfcdd56f 0000000000000000000000000000000000000000
4ce8b2128c391b0e1d404ef1104f636b905d096d 0000000000000000000000000000000000000000
4d12e059b26fc81a515b140ff24aa6068006500d 0000000000000000000000000000000000000000
4d2d750fb2999ffdb268db77ee78fedff74067ad 0000000000000000000000000000000000000000
4d4e317fb601940473ec83dbd5b99db8e9d4ffa5 09b175b9c53a66db1d72e3ce7bc6644262650483
4d60efdfa1b7bc62101b225f6a8a678844769594 0000000000000000000000000000000000000000
4d66f1f8ce3913a08a6512b045bab1ee45cc7bec 9d9541b1f0ecc5a38235d76346399ec0570b5d42
4e1db189524a5101b4a00dcf5c1cf55cadaf406f 0000000000000000000000000000000000000000
4e50cd2cbbcf1e7bdef0d2e3d9f4d996d477feaa 0000000000000000000000000000000000000000
4e7109ecead624cc1dffc84703977ae999bd89ec 0000000000000000000000000000000000000000
4ed2dc5b06323e6fa0432cfd566cd21cbc017a80 0000000000000000000000000000000000000000
4edd11e20407efb2c34dbc539d09b76673f1c80e 0000000000000000000000000000000000000000
4ee4234124ca9e322490662b142feb4511375ce2 6e8e2918c063ac5dca0264765be2034219f652a2
4ef7b713533a5216e50dfa30a1668dd7a575517e 0000000000000000000000000000000000000000
4f028662767202e0218f4329c4d0aa6c8d282ece 0000000000000000000000000000000000000000
4f2cb0522886690e59df538a48484c51406d0975 0000000000000000000000000000000000000000
4f7085e28e60afabc9e450254020c7954aedbee6 0000000000000000000000000000000000000000
4fdb4b710549dc27cf27c965ffb429bd33e9a753 0000000000000000000000000000000000000000
4ff7023bf3302ec42689d47db104321afa9178f3 0000000000000000000000000000000000000000
5196a84bcad5017f5d9f1127a0bcf4ddded4fa72 0000000000000000000000000000000000000000
51dbb4bef927532c828465c0fee9e0c3574da553 0000000000000000000000000000000000000000
5203e99086b638dcb644efa996afba3962cd5950 0000000000000000000000000000000000000000
520ecfd3a44c5b4c0841e60e2e9715d691804f27 0000000000000000000000000000000000000000
52ca434c2007003e527d3c26e522140f7ac2b3c2 0000000000000000000000000000000000000000
52ce92e9397fe223c89972ef85234faec0322d27 0000000000000000000000000000000000000000
5300da7c46335a4da0738b137cf472a45bd0cfc0 0000000000000000000000000000000000000000
53566beba2cf35810b14553ccfdc020b689e6400 0000000000000000000000000000000000000000
5388af795edad44e2bf90825abcf2b259991a126 0000000000000000000000000000000000000000
544ef8a693047d21c65d9484456d43fd0898a63e 0000000000000000000000000000000000000000
54720a624ffeb2f2c4d39b60783cd1099743fbe2 0000000000000000000000000000000000000000
56034ad33b21076f870c17d8a3c6f1fc36b2b623 0000000000000000000000000000000000000000
561e17e0862902243ad229946c6fe439e4d6d0ac 0000000000000000000000000000000000000000
5622f650d6f5c41e561bfbac218717f5d2627b02 0000000000000000000000000000000000000000
562b4c62996fa6c68ff5e6dd581b007aac0d6b2e 0000000000000000000000000000000000000000
566cb5a9dc53c710456b33b481e09127fa19a4e6 0000000000000000000000000000000000000000
56c472121e73254621f2e8ed7c2421a3014e2a3e 0000000000000000000000000000000000000000
56e0f49a6632a7a2aebd3ff09e97ee9e88f2ddc6 0000000000000000000000000000000000000000
56e13ea217ca374d18ef110d4c585a683dc7a257 0000000000000000000000000000000000000000
5706f0e041daf438acb6e6ec9691f12436e29842 0000000000000000000000000000000000000000
574acbdc2f8d6a42fb700cb066380f5b6022c8e2 0000000000000000000000000000000000000000
575b05a4cd2634025424773a7331ea85aafea716 0000000000000000000000000000000000000000
57d9329858d943760bc023d5050196797e2454d6 0000000000000000000000000000000000000000
5836985d2a98599a57695dfeb7fbc204661e9299 0000000000000000000000000000000000000000
585a2c23e5dcaab168582f70695402a50ca486b8 0000000000000000000000000000000000000000
59240f95a8076f90f1d430316570d91ecfc38705 0000000000000000000000000000000000000000
5a0f9e751dfede36f99f79f2bd65f13183bdea44 0000000000000000000000000000000000000000
5a9cfbb087356a469cb22e62ff27a9e48617279e cd6334defd37af81af1671dd9bafcc7e45163c92
5ab41e0e810743dca3a1b6e195d731c6bd9c6c45 0000000000000000000000000000000000000000
5ad36f22a8991a91b8683abba65e3b3d5206cdd5 0000000000000000000000000000000000000000
5adb00f046c8f4412e2085ac7115d4ca26299c9b 0000000000000000000000000000000000000000
5b3842f757b6f8ec18e96fe32296e0b7a6606f9a 0000000000000000000000000000000000000000
5b55aba0bd403d43b06c13d4991bae6b6e38351a 0000000000000000000000000000000000000000
5ba6a7db9a08cfe62dadfa872b6105fd1f34d20c 0000000000000000000000000000000000000000
5bd586ac0db5cf91c05f2b31c2c894d290335d9e 0000000000000000000000000000000000000000
5c5ac675d65a799096070fd8ae6927f32235e238 0000000000000000000000000000000000000000
